,date,^spx_zamkniecie,aapl.us_zamkniecie,mcd.us_zamkniecie,msft.us_zamkniecie
1373,2005-06-21,1213.61,1.15269,20.7644,19.7629
1374,2005-06-22,1213.88,1.17362,20.7516,19.7005
1375,2005-06-23,1200.73,1.18399,20.4271,19.8872
1376,2005-06-24,1191.57,1.14959,20.2215,19.6756
1377,2005-06-27,1190.69,1.12946,20.136,19.6835
1378,2005-06-28,1201.57,1.13584,20.1939,19.7005
1379,2005-06-29,1199.85,1.10732,19.9559,19.7133
1380,2005-06-30,1191.33,1.12058,19.8448,19.5148
1381,2005-07-01,1194.44,1.11121,19.9785,19.4185
1382,2005-07-05,1204.99,1.15627,20.0012,19.628
1383,2005-07-06,1194.94,1.13823,19.8055,19.4096
1384,2005-07-07,1197.87,1.14561,20.0218,19.3709
1385,2005-07-08,1211.86,1.16445,20.486,19.7133
1386,2005-07-11,1219.44,1.15977,20.7162,19.8722
1387,2005-07-12,1222.21,1.16415,20.848,20.1234
1388,2005-07-13,1223.29,1.16754,21.1597,20.1641
1389,2005-07-14,1226.5,1.24051,21.1667,20.4073
1390,2005-07-15,1227.92,1.26484,22.158,20.2654
1391,2005-07-18,1221.13,1.26304,22.0991,20.0757
1392,2005-07-19,1229.35,1.31469,22.0598,20.5533
1393,2005-07-20,1235.2,1.32825,22.0991,20.577
1394,2005-07-21,1227.04,1.31788,22.0067,20.7747
1395,2005-07-22,1233.68,1.33962,22.1226,20.1809
1396,2005-07-25,1229.03,1.33363,21.8955,20.1869
1397,2005-07-26,1231.16,1.32825,21.7076,20.0687
1398,2005-07-27,1236.79,1.33922,21.509,20.2097
1399,2005-07-28,1243.72,1.33343,21.6506,20.2325
1400,2005-07-29,1234.18,1.29824,22.2849,20.1234
1401,2005-08-01,1235.35,1.30143,22.2928,20.3665
1402,2005-08-02,1244.12,1.31469,22.5092,21.0655
1403,2005-08-03,1245.04,1.31569,22.6085,21.411
1404,2005-08-04,1235.86,1.30013,22.3096,21.4666
1405,2005-08-05,1226.42,1.30871,22.3804,21.813
1406,2005-08-08,1223.13,1.29824,22.9813,21.3176
1407,2005-08-09,1231.38,1.33393,23.1957,21.4904
1408,2005-08-10,1229.13,1.32067,23.3826,21.1786
1409,2005-08-11,1237.81,1.33962,24.8048,21.4288
1410,2005-08-12,1230.39,1.40332,23.774,21.2542
1411,2005-08-15,1233.87,1.45147,24.0239,21.3176
1412,2005-08-16,1219.34,1.4079,23.7199,21.0109
1413,2005-08-17,1220.24,1.43542,24.2186,21.1786
1414,2005-08-18,1219.02,1.4095,23.8753,21.0724
1415,2005-08-19,1219.71,1.39525,23.8665,20.996
1416,2005-08-22,1221.73,1.39644,23.8035,21.1479
1417,2005-08-23,1217.59,1.39245,23.6236,21.1132
1418,2005-08-24,1209.59,1.39345,23.5813,21.0655
1419,2005-08-25,1212.37,1.40222,23.8114,21.2382
1420,2005-08-26,1205.1,1.39245,23.9383,21.1936
1421,2005-08-29,1212.28,1.39554,23.7199,21.3326
1422,2005-08-30,1208.41,1.41778,23.1682,21.3583
1423,2005-08-31,1220.33,1.42754,23.2016,21.5162
1424,2005-09-01,1221.59,1.4083,22.5584,21.3733
1425,2005-09-02,1218.02,1.40711,22.8111,21.2313
1426,2005-09-06,1233.39,1.48567,23.3531,21.2143
1427,2005-09-07,1236.36,1.48208,24.0957,21.0962
1428,2005-09-08,1231.67,1.51548,23.8596,20.9077
1429,2005-09-09,1241.48,1.56204,24.4113,20.8847
1430,2005-09-12,1240.56,1.56472,24.1665,20.9077
1431,2005-09-13,1231.2,1.54708,23.6835,20.8094
1432,2005-09-14,1227.16,1.51049,23.1396,20.6763
1433,2005-09-15,1227.73,1.51827,23.9166,20.6426
1434,2005-09-16,1237.91,1.55894,24.4841,20.4828
1435,2005-09-19,1231.02,1.60251,23.953,20.4311
1436,2005-09-20,1221.34,1.61936,23.3235,20.3051
1437,2005-09-21,1210.2,1.58656,22.4649,20.0301
1438,2005-09-22,1214.62,1.57998,23.659,19.9119
1439,2005-09-23,1215.29,1.61956,23.3363,19.8552
1440,2005-09-26,1215.63,1.639,23.7799,19.8552
1441,2005-09-27,1215.66,1.62684,23.6029,19.9119
1442,2005-09-28,1216.89,1.55506,23.6678,20.1711
1443,2005-09-29,1227.68,1.59364,23.9383,20.3855
1444,2005-09-30,1228.81,1.63202,23.9471,20.2177
1445,2005-10-03,1226.7,1.65744,24.2186,20.0389
1446,2005-10-04,1214.47,1.63621,23.5124,19.628
1447,2005-10-05,1196.39,1.60669,23.4898,19.3857
1448,2005-10-06,1191.49,1.574,23.4042,19.4343
1449,2005-10-07,1195.9,1.56164,23.0374,19.3222
1450,2005-10-10,1187.33,1.53333,23.1239,19.2209
1451,2005-10-11,1184.87,1.5705,23.1239,19.1812
1452,2005-10-12,1177.68,1.49932,22.6459,19.0929
1453,2005-10-13,1176.84,1.63591,22.9154,19.3222
1454,2005-10-14,1186.57,1.64378,23.1101,19.3857
1455,2005-10-17,1190.1,1.62684,23.3826,19.2736
1456,2005-10-18,1178.14,1.58955,23.2183,19.3043
1457,2005-10-19,1195.76,1.6726,24.0887,19.7133
1458,2005-10-20,1177.8,1.70908,23.1682,19.477
1459,2005-10-21,1179.59,1.69433,23.2233,19.4671
1460,2005-10-24,1199.38,1.72902,23.6835,19.7212
1461,2005-10-25,1196.54,1.70789,23.597,19.6677
1462,2005-10-26,1191.38,1.7363,23.1032,19.7302
1463,2005-10-27,1178.9,1.68695,22.5584,19.5247
1464,2005-10-28,1198.41,1.65844,23.0865,20.0618
1465,2005-10-31,1207.01,1.75335,22.5947,20.1938
1466,2005-11-01,1202.76,1.75056,22.7168,20.4013
1467,2005-11-02,1214.76,1.82503,23.0658,20.7934
1468,2005-11-03,1219.94,1.88296,23.7583,20.7747
1469,2005-11-04,1220.14,1.86162,23.9029,20.9444
1470,2005-11-07,1222.81,1.83361,24.0957,21.2223
1471,2005-11-08,1218.59,1.82344,24.3081,21.2542
1472,2005-11-09,1220.65,1.82991,23.832,21.1856
1473,2005-11-10,1230.96,1.86252,23.7583,21.2849
1474,2005-11-11,1234.72,1.87338,24.1665,21.4368
1475,2005-11-14,1233.76,1.8708,24.2618,21.4904
1476,2005-11-15,1229.01,1.89601,23.8183,21.6075
1477,2005-11-16,1231.21,1.97727,23.4514,21.7992
1478,2005-11-17,1242.8,1.96411,23.7317,21.9759
1479,2005-11-18,1248.27,1.96531,23.659,22.0533
1480,2005-11-21,1254.85,1.97757,23.6441,22.1257
1481,2005-11-22,1261.23,2.02492,23.5891,21.9342
1482,2005-11-23,1265.61,2.04307,24.1044,21.9382
1483,2005-11-25,1268.25,2.11096,23.9245,21.813
1484,2005-11-28,1257.46,2.12083,24.2767,21.8061
1485,2005-11-29,1257.48,2.07318,24.2618,21.7485
1486,2005-11-30,1249.48,2.0649,24.2039,21.7485
1487,2005-12-01,1264.67,2.18005,25.263,21.9182
1488,2005-12-02,1265.08,2.21095,24.9621,22.0106
1489,2005-12-05,1262.09,2.18663,24.7182,21.8845
1490,2005-12-06,1263.7,2.25482,25.1381,21.7575
1491,2005-12-07,1257.37,2.25163,25.2139,21.8061
1492,2005-12-08,1255.84,2.25582,24.8963,21.7575
1493,2005-12-09,1259.37,2.2623,24.913,21.7752
1494,2005-12-12,1260.43,2.28045,24.6474,21.5708
1495,2005-12-13,1267.43,2.28233,25.2209,21.3176
1496,2005-12-14,1272.74,2.19231,25.3841,21.2849
1497,2005-12-15,1270.94,2.19769,25.0112,21.1569
1498,2005-12-16,1267.32,2.1647,24.8461,21.1389
1499,2005-12-19,1259.92,2.17318,24.3829,21.0794
1500,2005-12-20,1259.62,2.19531,24.4193,21.1042
1501,2005-12-21,1262.79,2.23768,24.6257,21.0019
1502,2005-12-22,1268.12,2.25402,24.726,20.8927
1503,2005-12-23,1268.66,2.23289,24.7045,20.9314
1504,2005-12-27,1256.54,2.25991,24.3829,20.7934
1505,2005-12-28,1258.17,2.23996,24.4477,20.736
1506,2005-12-29,1254.42,2.17516,24.4113,20.6426
1507,2005-12-30,1248.29,2.18862,24.1114,20.5453
1508,2006-01-03,1268.8,2.27526,23.9678,21.0893
1509,2006-01-04,1273.46,2.28213,24.1812,21.1936
1510,2006-01-05,1273.48,2.26389,24.2116,21.2065
1511,2006-01-06,1285.45,2.32222,24.3552,21.1479
1512,2006-01-09,1290.15,2.31514,24.8185,21.1042
1513,2006-01-10,1289.69,2.46169,24.8392,21.2143
1514,2006-01-11,1294.18,2.55391,25.271,21.4428
1515,2006-01-12,1286.06,2.56607,24.8736,21.3236
1516,2006-01-13,1287.61,2.60536,24.6474,21.3653
1517,2006-01-17,1282.93,2.57853,24.7339,21.2065
1518,2006-01-18,1277.93,2.51164,25.0172,21.0794
1519,2006-01-19,1285.04,2.40656,25.1658,21.2313
1520,2006-01-20,1261.49,2.31584,25.6427,20.7507
1521,2006-01-23,1263.82,2.36459,25.5345,20.708
1522,2006-01-24,1266.86,2.31484,25.6348,20.6505
1523,2006-01-25,1264.68,2.25891,25.1381,20.7418
1524,2006-01-26,1273.83,2.20209,24.9808,20.8243
1525,2006-01-27,1283.72,2.19281,25.0615,21.8389
1526,2006-01-30,1285.19,2.28303,25.0379,22.0027
1527,2006-01-31,1280.08,2.29929,25.0309,22.1178
1528,2006-02-01,1282.46,2.29659,25.5041,22.0314
1529,2006-02-02,1270.84,2.19521,25.3448,21.7485
1530,2006-02-03,1264.03,2.18703,25.7185,21.6393
1531,2006-02-06,1265.02,2.04885,25.8355,21.3494
1532,2006-02-07,1254.78,2.05813,25.8779,21.1706
1533,2006-02-08,1265.65,2.09462,25.9978,21.1479
1534,2006-02-09,1263.78,1.97727,25.9574,20.9444
1535,2006-02-10,1266.99,2.04925,25.9801,20.9692
1536,2006-02-13,1262.86,1.96999,25.9978,20.736
1537,2006-02-14,1275.53,2.05931,26.0066,20.9374
1538,2006-02-15,1280.0,2.10717,25.747,21.1221
1539,2006-02-16,1289.38,2.14825,26.0066,21.0655
1540,2006-02-17,1287.24,2.13997,25.7844,20.9781
1541,2006-02-21,1283.03,2.10298,25.4981,20.854
1542,2006-02-22,1292.67,2.17108,25.7037,20.996
1543,2006-02-23,1287.79,2.18464,25.447,20.9444
1544,2006-02-24,1289.43,2.17566,25.271,20.9235
1545,2006-02-27,1294.12,2.16081,25.2051,21.2542
1546,2006-02-28,1280.66,2.08504,24.9621,21.1132
1547,2006-03-01,1291.24,2.10358,24.9758,21.3236
1548,2006-03-02,1289.14,2.11933,24.9808,21.1936
1549,2006-03-03,1287.23,2.06171,24.9217,21.1639
1550,2006-03-06,1278.26,1.99342,24.789,21.1479
1551,2006-03-07,1275.88,2.01864,24.7703,21.262
1552,2006-03-08,1278.47,1.999,24.7978,21.411
1553,2006-03-09,1272.23,1.94636,24.6887,21.2143
1554,2006-03-10,1281.42,1.92363,24.7773,21.3494
1555,2006-03-13,1284.13,1.9996,24.5392,21.3028
1556,2006-03-14,1297.48,2.04955,24.494,21.3951
1557,2006-03-15,1303.02,2.01625,24.8589,21.4993
1558,2006-03-16,1305.33,1.95763,25.0703,21.4288
1559,2006-03-17,1307.25,1.96849,25.1007,21.6075
1560,2006-03-20,1305.08,1.94816,24.8332,21.9182
1561,2006-03-21,1297.23,1.88176,24.9553,21.7992
1562,2006-03-22,1305.04,1.87748,24.8815,21.3326
1563,2006-03-23,1301.67,1.83141,24.6966,21.0962
1564,2006-03-24,1302.95,1.82533,24.8107,21.2223
1565,2006-03-27,1301.61,1.81167,24.7045,21.2223
1566,2006-03-28,1293.23,1.78744,24.5323,21.1389
1567,2006-03-29,1302.89,1.89751,24.7418,21.2313
1568,2006-03-30,1300.25,1.91037,24.7045,21.3951
1569,2006-03-31,1294.87,1.90947,24.5706,21.3802
1570,2006-04-03,1297.81,1.90729,24.8332,21.6552
1571,2006-04-04,1305.93,1.86222,24.7851,21.7168
1572,2006-04-05,1311.56,2.04616,24.8893,21.7992
1573,2006-04-06,1309.04,2.16878,24.7418,21.6552
1574,2006-04-07,1295.5,2.12472,24.9414,21.411
1575,2006-04-10,1296.62,2.09032,25.2769,21.4428
1576,2006-04-11,1286.57,2.06999,25.4204,21.3176
1577,2006-04-12,1288.12,2.0308,25.1588,21.3733
1578,2006-04-13,1289.12,2.02313,24.9217,21.27
1579,2006-04-17,1285.33,1.97308,24.5392,21.0893
1580,2006-04-18,1307.28,2.01596,24.6542,21.3871
1581,2006-04-19,1309.93,1.9987,24.7045,21.2382
1582,2006-04-20,1311.46,2.05902,25.086,21.2382
1583,2006-04-21,1311.28,2.04087,24.7418,21.3326
1584,2006-04-24,1308.11,2.00169,24.494,21.3028
1585,2006-04-25,1301.74,2.01446,24.2039,21.3028
1586,2006-04-26,1305.41,2.07467,24.3896,21.2929
1587,2006-04-27,1309.72,2.11156,24.7546,21.411
1588,2006-04-28,1310.61,2.14287,24.7182,18.9747
1589,2006-05-01,1305.19,2.11884,24.5776,19.0839
1590,2006-05-02,1313.21,2.18055,24.6041,18.8644
1591,2006-05-03,1308.12,2.1656,24.9297,18.2024
1592,2006-05-04,1312.25,2.1651,24.9217,18.4218
1593,2006-05-05,1325.76,2.18862,25.1755,18.7037
1594,2006-05-08,1324.66,2.18862,25.3064,18.6462
1595,2006-05-09,1325.14,2.1621,25.6181,18.5608
1596,2006-05-10,1322.85,2.14914,25.7106,18.6779
1597,2006-05-11,1305.92,2.07467,25.2769,18.2451
1598,2006-05-12,1291.24,2.06111,24.9414,18.2024
1599,2006-05-15,1294.5,2.06391,25.0035,18.1884
1600,2006-05-16,1292.08,1.97817,24.8107,18.0802
1601,2006-05-17,1270.32,1.98684,24.7123,17.8589
1602,2006-05-18,1261.81,1.92333,24.6257,17.9372
1603,2006-05-19,1267.03,1.96381,24.4193,17.7258
1604,2006-05-22,1262.07,1.92962,24.3308,17.9789
1605,2006-05-23,1256.58,1.92254,23.9746,17.9055
1606,2006-05-24,1258.57,1.92832,23.5596,18.4645
1607,2006-05-25,1272.88,1.95833,23.7799,18.655
1608,2006-05-26,1280.16,1.9344,23.5389,18.6372
1609,2006-05-30,1259.87,1.86382,23.3963,18.1884
1610,2006-05-31,1270.09,1.81965,23.7199,17.7972
1611,2006-06-01,1285.71,1.89263,24.0818,17.9293
1612,2006-06-02,1288.22,1.87718,23.9589,17.8836
1613,2006-06-05,1265.29,1.82653,23.7062,17.6772
1614,2006-06-06,1263.85,1.81805,23.8183,17.3873
1615,2006-06-07,1256.15,1.78266,23.8261,17.3168
1616,2006-06-08,1257.93,1.84976,24.0887,17.3703
1617,2006-06-09,1252.3,1.8036,23.8665,17.2255
1618,2006-06-12,1237.44,1.73541,23.5459,17.0577
1619,2006-06-13,1223.69,1.77578,22.8387,16.9018
1620,2006-06-14,1230.04,1.75385,23.4898,17.1947
1621,2006-06-15,1256.16,1.80768,23.8458,17.3436
1622,2006-06-16,1251.54,1.75235,23.6973,17.3625
1623,2006-06-19,1240.13,1.74139,23.4898,17.7199
1624,2006-06-20,1240.12,1.74957,23.5665,17.7258
1625,2006-06-21,1252.2,1.76133,23.8832,18.1359
1626,2006-06-22,1245.6,1.81387,23.2734,17.9789
1627,2006-06-23,1244.5,1.79104,23.3108,17.6772
1628,2006-06-26,1250.56,1.79602,23.3531,17.9293
1629,2006-06-27,1239.2,1.74837,23.2458,17.9642
1630,2006-06-28,1246.0,1.7053,22.8594,18.1964
1631,2006-06-29,1272.87,1.79532,23.9992,18.4415
1632,2006-06-30,1270.2,1.74348,24.0239,18.3066
1633,2006-07-03,1280.19,1.76412,24.2914,18.6213
1634,2006-07-05,1270.91,1.73541,24.1389,18.3473
1635,2006-07-06,1274.08,1.69772,24.0887,18.4485
1636,2006-07-07,1265.48,1.68665,23.7268,18.3066
1637,2006-07-10,1267.34,1.67439,24.0818,18.4645
1638,2006-07-11,1272.43,1.69393,24.5107,18.1498
1639,2006-07-12,1258.6,1.61229,24.1743,17.7904
1640,2006-07-13,1242.28,1.59075,23.7199,17.4906
1641,2006-07-14,1236.2,1.54259,23.6236,17.5133
1642,2006-07-17,1234.49,1.59444,24.8264,17.6623
1643,2006-07-18,1236.86,1.61039,24.8893,17.8678
1644,2006-07-19,1259.81,1.64708,25.093,18.3901
1645,2006-07-20,1249.13,1.84168,24.789,17.9562
1646,2006-07-21,1240.29,1.84856,24.8107,18.7533
1647,2006-07-24,1260.91,1.8699,24.913,18.8567
1648,2006-07-25,1268.88,1.88515,24.8539,19.0304
1649,2006-07-26,1268.4,1.94436,24.6327,19.1504
1650,2006-07-27,1263.2,1.93011,24.8332,18.7533
1651,2006-07-28,1278.55,1.99681,25.2336,19.0521
1652,2006-07-31,1276.66,2.06919,25.3064,18.9072
1653,2006-08-01,1270.92,2.04516,25.086,18.8507
1654,2006-08-02,1277.41,2.07507,25.447,19.0929
1655,2006-08-03,1280.27,2.11854,25.627,19.0234
1656,2006-08-04,1279.36,2.07916,25.3171,19.0839
1657,2006-08-07,1275.77,2.04616,25.4086,19.0304
1658,2006-08-08,1271.48,1.97209,25.1381,19.1246
1659,2006-08-09,1265.95,1.9359,24.5706,19.205
1660,2006-08-10,1271.81,1.95065,24.9376,19.2209
1661,2006-08-11,1266.74,1.93769,24.8048,19.1961
1662,2006-08-14,1268.21,1.94666,24.8264,19.2736
1663,2006-08-15,1285.58,2.02283,25.3841,19.347
1664,2006-08-16,1295.43,2.06969,25.7185,19.4096
1665,2006-08-17,1297.48,2.05783,25.9113,19.4096
1666,2006-08-18,1302.3,2.06759,25.8699,20.2654
1667,2006-08-21,1297.52,2.02622,25.5345,20.5215
1668,2006-08-22,1298.82,2.05872,25.453,20.1333
1669,2006-08-23,1292.99,2.04925,25.447,20.1711
1670,2006-08-24,1296.06,2.06461,25.6585,20.2237
1671,2006-08-25,1295.09,2.09282,25.1902,20.3111
1672,2006-08-28,1301.78,2.03908,25.6004,20.3914
1673,2006-08-29,1304.28,2.02372,25.7971,20.3051
1674,2006-08-30,1305.37,2.03848,25.8482,20.2732
1675,2006-08-31,1303.82,2.0659,25.6712,20.1938
1676,2006-09-01,1311.01,2.08175,26.283,20.3051
1677,2006-09-05,1313.25,2.17606,26.2052,20.1234
1678,2006-09-06,1300.26,2.13209,25.8965,20.1234
1679,2006-09-07,1294.02,2.21614,26.1148,19.9774
1680,2006-09-08,1298.92,2.20757,26.8151,20.1144
1681,2006-09-11,1299.54,2.20707,26.5407,20.3577
1682,2006-09-12,1313.0,2.21095,27.3157,20.3755
1683,2006-09-13,1318.07,2.25891,27.0571,20.4132
1684,2006-09-14,1316.28,2.25821,26.6932,20.6913
1685,2006-09-15,1319.66,2.25602,26.9774,21.0962
1686,2006-09-18,1321.18,2.24984,26.7551,21.0516
1687,2006-09-19,1317.64,2.24624,26.8712,21.1042
1688,2006-09-20,1325.18,2.29121,27.0118,21.3583
1689,2006-09-21,1318.03,2.27217,27.4151,21.1389
1690,2006-09-22,1314.78,2.22232,27.3206,20.9444
1691,2006-09-25,1326.37,2.30606,27.778,21.1786
1692,2006-09-26,1336.35,2.36269,27.9285,21.3733
1693,2006-09-27,1336.59,2.3256,28.4518,21.5628
1694,2006-09-28,1338.88,2.34465,28.3092,21.5311
1695,2006-09-29,1335.85,2.34365,27.9717,21.4904
1696,2006-10-02,1331.32,2.27875,28.2511,21.4993
1697,2006-10-03,1334.11,2.25582,28.371,21.5073
1698,2006-10-04,1350.2,2.2954,28.6002,21.952
1699,2006-10-05,1353.22,2.27785,28.4585,21.9382
1700,2006-10-06,1349.59,2.25941,28.6799,21.9004
1701,2006-10-09,1350.66,2.27177,29.0093,21.7842
1702,2006-10-10,1353.42,2.24734,29.1983,21.7575
1703,2006-10-11,1349.95,2.229,29.4942,21.6393
1704,2006-10-12,1362.83,2.29121,30.1955,22.1754
1705,2006-10-13,1365.62,2.28383,30.109,22.2925
1706,2006-10-16,1369.06,2.2959,30.1168,22.3551
1707,2006-10-17,1364.05,2.2616,29.7451,22.3481
1708,2006-10-18,1365.8,2.26868,29.6516,22.4126
1709,2006-10-19,1366.96,2.40526,29.1539,22.231
1710,2006-10-20,1368.6,2.43347,29.6516,22.3382
1711,2006-10-23,1377.02,2.48044,30.1315,22.3551
1712,2006-10-24,1377.38,2.46768,30.2113,22.2221
1713,2006-10-25,1382.22,2.48691,30.0313,22.2468
1714,2006-10-26,1389.08,2.50197,30.109,22.2777
1715,2006-10-27,1377.34,2.44783,29.6516,22.2697
1716,2006-10-30,1377.93,2.44813,29.9752,22.4196
1717,2006-10-31,1377.94,2.46867,29.9752,22.5566
1718,2006-11-01,1367.81,2.41015,29.9299,22.639
1719,2006-11-02,1367.34,2.40486,30.0667,22.6053
1720,2006-11-03,1364.3,2.38333,29.4864,22.5726
1721,2006-11-06,1379.78,2.42699,29.9074,22.6639
1722,2006-11-07,1382.84,2.45112,29.7883,22.7483
1723,2006-11-08,1385.72,2.51025,30.0529,22.773
1724,2006-11-09,1378.33,2.53756,30.0951,22.9895
1725,2006-11-10,1380.9,2.53058,30.0096,22.9756
1726,2006-11-13,1384.42,2.56807,29.6821,23.0619
1727,2006-11-14,1393.22,2.58801,29.5119,22.9597
1728,2006-11-15,1396.57,2.5586,29.385,22.8812
1729,2006-11-16,1399.76,2.60615,29.7952,23.1572
1730,2006-11-17,1401.2,2.61332,29.9024,23.1006
1731,2006-11-20,1400.5,2.63267,29.9516,23.4848
1732,2006-11-21,1402.81,2.69678,30.0736,23.5097
1733,2006-11-22,1406.09,2.74872,30.1395,23.5097
1734,2006-11-24,1400.95,2.79009,29.9457,23.3826
1735,2006-11-27,1381.96,2.72599,29.385,23.1622
1736,2006-11-28,1386.72,2.79537,29.6034,23.0917
1737,2006-11-29,1399.48,2.79537,29.9231,23.2366
1738,2006-11-30,1400.63,2.79109,30.0096,23.0709
1739,2006-12-01,1396.71,2.77962,30.0883,22.8812
1740,2006-12-04,1409.12,2.77394,30.3873,23.0451
1741,2006-12-05,1414.76,2.77812,30.5692,22.8902
1742,2006-12-06,1412.9,2.73495,30.7188,22.781
1743,2006-12-07,1407.29,2.64981,30.9469,22.6697
1744,2006-12-08,1409.84,2.6862,31.2893,23.1006
1745,2006-12-11,1413.04,2.70156,31.1594,23.2089
1746,2006-12-12,1411.56,2.6223,30.7768,23.1245
1747,2006-12-13,1413.21,2.71123,31.1662,23.2189
1748,2006-12-14,1425.49,2.69508,31.241,23.6278
1749,2006-12-15,1427.09,2.67055,31.0375,23.7221
1750,2006-12-18,1422.48,2.60236,31.0916,23.4848
1751,2006-12-19,1425.55,2.62748,31.4545,23.5652
1752,2006-12-20,1423.53,2.58003,31.3611,23.6448
1753,2006-12-21,1418.3,2.5242,31.3688,23.5574
1754,2006-12-22,1410.76,2.50227,31.1515,23.2923
1755,2006-12-26,1416.9,2.48193,31.3257,23.5652
1756,2006-12-27,1426.84,2.48213,31.6954,23.5891
1757,2006-12-28,1424.73,2.46199,31.72,23.5574
1758,2006-12-29,1418.3,2.58253,31.6954,23.4631
1759,2007-01-03,1416.6,2.55082,31.3688,23.4631
1760,2007-01-04,1418.34,2.60744,31.1308,23.4223
1761,2007-01-05,1409.71,2.5897,31.1308,23.2923
1762,2007-01-08,1412.84,2.60236,31.2539,23.5186
1763,2007-01-09,1412.11,2.81771,31.3108,23.5415
1764,2007-01-10,1414.85,2.95219,31.6492,23.3071
1765,2007-01-11,1423.82,2.9161,31.8253,24.1232
1766,2007-01-12,1430.73,2.88061,31.6177,24.5243
1767,2007-01-16,1431.9,2.95519,31.8685,24.4846
1768,2007-01-17,1430.62,2.89098,32.0799,24.4389
1769,2007-01-18,1426.37,2.71173,31.8822,24.3604
1770,2007-01-19,1430.5,2.69338,32.0377,24.4449
1771,2007-01-22,1422.95,2.64244,31.7121,24.1391
1772,2007-01-23,1427.99,2.60874,32.0702,24.151
1773,2007-01-24,1440.13,2.63965,31.5745,24.43
1774,2007-01-25,1423.9,2.62569,30.7463,23.9257
1775,2007-01-26,1422.18,2.59957,30.6941,24.0447
1776,2007-01-29,1420.62,2.61652,30.9125,23.9921
1777,2007-01-30,1428.82,2.60456,31.295,23.9514
1778,2007-01-31,1438.24,2.60974,31.7121,24.2463
1779,2007-02-01,1445.94,2.57953,31.8056,24.012
1780,2007-02-02,1448.39,2.57953,31.8458,23.7221
1781,2007-02-05,1446.99,2.5554,31.838,23.2704
1782,2007-02-06,1448.0,2.56179,32.0121,23.186
1783,2007-02-07,1450.02,2.6226,31.9767,23.0769
1784,2007-02-08,1448.31,2.6235,31.7121,22.9895
1785,2007-02-09,1438.06,2.53516,31.8607,22.773
1786,2007-02-12,1433.37,2.58401,31.9826,22.7383
1787,2007-02-13,1444.26,2.57833,32.1046,22.7969
1788,2007-02-14,1455.3,2.59698,32.1921,23.1006
1789,2007-02-15,1456.81,2.59399,32.1617,23.1493
1790,2007-02-16,1455.54,2.58233,32.4075,22.5804
1791,2007-02-20,1459.68,2.61512,32.7478,22.6569
1792,2007-02-21,1457.63,2.71581,32.8698,23.0619
1793,2007-02-22,1456.38,2.72529,32.9269,23.0917
1794,2007-02-23,1451.19,2.71173,32.9002,22.7046
1795,2007-02-26,1449.37,2.69857,32.7478,22.8425
1796,2007-02-27,1399.04,2.55481,31.7918,21.9004
1797,2007-02-28,1406.82,2.57535,31.241,22.1357
1798,2007-03-01,1403.17,2.65061,31.5341,22.0681
1799,2007-03-02,1387.17,2.60037,31.2282,21.813
1800,2007-03-05,1374.12,2.62748,30.6814,21.6393
1801,2007-03-06,1395.41,2.68422,30.8152,21.8696
1802,2007-03-07,1391.97,2.67055,30.8152,21.6919
1803,2007-03-08,1401.89,2.67953,31.2046,21.4666
1804,2007-03-09,1402.84,2.67853,31.5695,21.4368
1805,2007-03-12,1406.6,2.73595,31.9403,21.5628
1806,2007-03-13,1377.95,2.6908,31.0916,20.996
1807,2007-03-14,1387.17,2.74024,31.2125,21.5311
1808,2007-03-15,1392.28,2.72699,31.0846,21.4368
1809,2007-03-16,1386.95,2.72768,31.0916,21.4745
1810,2007-03-19,1402.06,2.77424,31.3688,21.8696
1811,2007-03-20,1410.94,2.78481,31.6817,21.8765
1812,2007-03-21,1435.04,2.85788,31.8989,22.4126
1813,2007-03-22,1434.54,2.86047,31.8134,22.2141
1814,2007-03-23,1436.11,2.84702,32.2118,22.0176
1815,2007-03-26,1437.5,2.9179,32.2619,22.1754
1816,2007-03-27,1428.61,2.90574,32.2028,21.7842
1817,2007-03-28,1417.23,2.83854,32.0535,21.7168
1818,2007-03-29,1422.53,2.8539,32.0859,21.8061
1819,2007-03-30,1420.86,2.82857,32.2118,21.9004
1820,2007-04-02,1424.55,2.851,32.0445,21.7992
1821,2007-04-03,1437.77,2.87683,32.3632,21.9004
1822,2007-04-04,1439.37,2.86985,32.3417,22.3968
1823,2007-04-05,1443.76,2.88251,32.734,22.4316
1824,2007-04-09,1444.61,2.851,33.2405,22.4474
1825,2007-04-10,1448.39,2.86915,33.1166,22.3144
1826,2007-04-11,1438.87,2.8184,33.2091,22.0851
1827,2007-04-12,1447.8,2.80654,33.3429,22.4266
1828,2007-04-13,1452.85,2.74692,34.0638,22.4783
1829,2007-04-16,1468.33,2.78311,34.3923,22.5726
1830,2007-04-17,1471.48,2.75011,35.0413,22.6697
1831,2007-04-18,1472.5,2.7519,34.948,22.4713
1832,2007-04-19,1470.73,2.74792,34.8772,22.5417
1833,2007-04-20,1484.35,2.76996,34.5782,22.8048
1834,2007-04-23,1480.93,2.84652,34.7788,22.6153
1835,2007-04-24,1480.41,2.83854,34.6578,22.623
1836,2007-04-25,1495.42,2.90215,34.7739,22.781
1837,2007-04-26,1494.25,3.00882,35.2036,22.8654
1838,2007-04-27,1494.07,3.04232,35.0021,23.6685
1839,2007-04-30,1482.37,3.03833,34.5202,23.5265
